epoch,loss
1,1.365745611763652
2,0.5750854954007467
3,0.45864877552718836
4,0.4022607292580199
5,0.36335431941873503
6,0.33310133523754226
7,0.3077525442587941
8,0.28598262159337695
9,0.2668467114940248
10,0.24980582317907213
11,0.23402834050585367
12,0.2192796086776281
13,0.20581915182409663
14,0.19317713437043948
15,0.18100477267427345
16,0.16962259090576368
17,0.1585324172032623
18,0.14829051787897599
19,0.1378716502265972
20,0.1282825355112202
21,0.11886837689152402
22,0.10987232693180986
23,0.10144514183951304
24,0.09342799764648606
25,0.08553760143098717
26,0.07830459700422139
27,0.07143807939079688
28,0.06507733395482636
29,0.05928958114291362
30,0.05365260279557853
31,0.04882415082606575
32,0.04406983334174579
33,0.039999879129614245
34,0.036245125373480985
35,0.032976071225255935
36,0.0299968384499739
37,0.027414220600276696
38,0.02504048000083089
39,0.022913862406449135
40,0.021095421390938705
41,0.01943494652266742
42,0.01794747144827314
43,0.016679971203793845
44,0.015554423521591533
45,0.014531065011855096
46,0.013634918558747478
47,0.012906222566390764
48,0.012204928945973727
49,0.011571635107393745
50,0.011025234603118885
51,0.010548298019191667
52,0.0101235280411722
53,0.009763065149206171
54,0.009402889613002974
55,0.009119047969406631
56,0.008837252757356223
57,0.008591753615066443
58,0.008364723968829136
59,0.00817082495275587
60,0.00798476114971335
61,0.007815117978219531
62,0.007656758988798073
63,0.007510390147914218
64,0.007371437095005509
65,0.007244963743282747
66,0.007124292544483719
67,0.007004042184053119
68,0.00687836275153464
69,0.006767148046335135
70,0.006668693288722138
71,0.006564592835797454
72,0.006463454098549504
73,0.006372802625638738
74,0.006300922739804305
75,0.00619959657178488
76,0.006088152744527258
77,0.005996865840136422
78,0.005930927984499545
79,0.005840346354855451
80,0.005771411645987097
81,0.0056999254139111985
82,0.005656629048348955
83,0.005585902979028798
84,0.005505723190906245
85,0.005428198700328925
86,0.005376835300985103
87,0.005335999871703806
