epoch,loss
1,0.8546923474924261
2,0.4039847914488992
3,0.3248705485606466
4,0.26881877237407464
5,0.22344120344154128
6,0.1821417490825271
7,0.14344196889815294
8,0.10838385614095204
9,0.07673141313522999
10,0.049352288913484615
11,0.029960927229837116
12,0.017581459154766287
13,0.010728716705698646
14,0.007479484074058606
15,0.005883718536926385
16,0.004940199982935344
17,0.004318167645138236
18,0.0038675440447310055
19,0.0035391652661050017
20,0.0032911684118710803
21,0.0030912135968494724
22,0.0029359138956405514
23,0.002806616681222332
24,0.0027000308374745224
25,0.0026102273048181994
26,0.0025330390860220397
27,0.0024622722926157716
28,0.0023988151853287665
29,0.002339364544853403
30,0.0022828082838927967
31,0.0022241981862621656
32,0.0021619737596274375
33,0.002104712595683306
34,0.0020489150873773403
35,0.0019923597170861977
