epoch,loss
1,1.0448524025476615
2,0.4475424624773202
3,0.3657133973746489
4,0.31250602182001264
5,0.2714394082970268
6,0.2360313065799503
7,0.20529814229707744
8,0.17640310684947785
9,0.15086943812829456
10,0.12534062489042033
11,0.10260969401180273
12,0.08224950089129456
13,0.06349302993668716
14,0.04739181843796641
15,0.0342898352147755
16,0.024770899641476263
17,0.01809012047687545
18,0.013528805374133706
19,0.010118634774332667
20,0.008086312606383794
21,0.006715316990994411
22,0.005769662662850619
23,0.005043870398893473
24,0.004496495135166407
25,0.004076027470780082
26,0.003747827004489846
27,0.003478473058163637
28,0.0032680420968182163
29,0.0030945113994142385
30,0.0029513575794785064
31,0.0028317015136783415
32,0.0027289103467254107
33,0.002639859190143051
34,0.002561937083503222
35,0.002488784319129867
36,0.002425851339045066
37,0.002363928399177868
38,0.0023061117080843394
39,0.0022508879884899978
40,0.002197371082349413
41,0.0021444410805611476
42,0.002098973653122034
43,0.06821603751098629
