epoch,loss
1,1.0964697669126786
2,0.467492937004625
3,0.3818988286155028
4,0.3280026812244502
5,0.2860490818486496
6,0.24952284649817172
7,0.2152194509679761
8,0.18131254664440688
9,0.14978571922508943
10,0.119524094754021
11,0.09066191013211798
12,0.06533917295146856
13,0.04374900913783135
14,0.028523084402480886
15,0.01708306801737588
16,0.010485051157879715
17,0.0070493154837529
18,0.0052250652282199465
19,0.004162091817122332
20,0.0034791853339840367
21,0.0030333447199809406
22,0.0027136056121399204
23,0.0024729445107353667
24,0.0022847832312948525
25,0.0021126324690698274
26,0.001981102882486252
27,0.0018827421746362989
28,0.0018037858605710977
29,0.0017403947647355023
30,0.0016852325239971868
31,0.0016382201111609465
32,0.0015959002953698314
33,0.0015566770148894044
34,0.0015197269261604189
35,0.0014841929488927405
36,0.0014484287798068782
37,0.0014130758260387035
