epoch,loss
1,0.6953073675944698
2,0.377693109506287
3,0.26466881693902855
4,0.17572511617883474
5,0.10737610469771446
6,0.06133413190491642
7,0.03330350451326215
8,0.01922488780789352
9,0.012243165250361057
10,0.008634764877212622
11,0.006532256854794286
12,0.005164900839647281
13,0.004226939953623988
14,0.0035389574046524896
15,0.003032746547466122
16,0.002648169752490211
17,0.0023499210513627444
18,0.0021178305179300116
19,0.0019330888818014811
20,0.0017828844003021328
21,0.0016627374427461384
22,0.0015642550025529453
23,0.0014827165123936074
24,0.001414258038911243
25,0.0013570075277899388
26,0.0013075506308860782
27,0.0012645594915261836
28,0.0012266845470217296
29,0.0011923609441994538
30,0.0011609710689466262
31,0.0011316405256082802
32,0.0011036412359154211
