epoch,loss
1,0.9953778114765686
2,0.45279610751862015
3,0.37266755494903897
4,0.32282809989029915
5,0.28501107323266134
6,0.25401881018354566
7,0.22682761540640806
8,0.2026438753716936
9,0.17977069825592026
10,0.1593358015992824
11,0.13996423910380004
12,0.1216082794958306
13,0.10480447981357466
14,0.0892670288070328
15,0.07488651442562196
16,0.06252100062373643
17,0.051902863549810795
18,0.04312955335013244
19,0.03592882650863566
20,0.030198951634241876
21,0.025624230665830815
22,0.022232271517005225
23,0.01939746491460684
24,0.01715489486309004
25,0.0154519941190918
26,0.014017885750228718
27,0.01289778789713188
28,0.011988265137005662
29,0.011208325523245584
30,0.010581011079747474
31,0.010067107478854921
32,0.009606393751893726
33,0.009226811984470444
34,0.008887973483392724
35,0.008598175003365944
36,0.00833288406176616
37,0.008108950477415663
38,0.007895034300145529
39,0.007693810601062422
40,0.0075169445599862095
41,0.007343281951447452
42,0.00719565858551218
43,0.007046780546091758
44,0.006941437119885652
45,0.006852668856218126
46,0.006927437303308186
47,0.007839583648036125
48,0.023664429007968297
49,0.014306487453725281
50,0.007952461293012946
51,0.007093529781697603
52,0.006877141781623678
53,0.006737469128121277
54,0.006618517050131072
55,0.0065072767817436015
56,0.006400310925360151
57,0.006295262155660481
58,0.006191488983607245
59,0.006088041703431709
60,0.005985841642677694
61,0.005884038963039122
62,0.005786590904330623
63,0.005691561996508498
64,0.0056036375642250355
65,0.00554441424029954
66,0.005634548469881607
67,0.02149592506616022
68,0.017962155015838747
69,0.007822735266263843
70,0.0063131851299940865
71,0.006080353030498734
72,0.0059549233319053695
