epoch,loss
1,1.164095975296817
2,0.499469594363375
3,0.41056993972147476
4,0.3593981443334868
5,0.3220679364168783
6,0.2916828762452964
7,0.26606886438365934
8,0.24376962825849802
9,0.22373964890571776
10,0.20554353983594975
11,0.18857735393361724
12,0.1727616773013673
13,0.15763948577869116
14,0.1434738403123875
15,0.13014631130468385
16,0.11744437239823108
17,0.10540202638806175
18,0.09407586450236938
19,0.08340538047664083
20,0.0737645047726732
21,0.06505573917796098
22,0.05716744377980278
23,0.05020649700561667
24,0.04381618058966816
25,0.038449746800833975
26,0.033814653945613185
27,0.029907874152899198
28,0.026440480232088497
29,0.02364190923488374
30,0.02126224411783928
31,0.019214070873956643
32,0.01743368932034621
33,0.01595428048613
34,0.014702465065872479
35,0.013651003019168105
36,0.012713140541386931
37,0.011932874296692148
38,0.011293208411171205
39,0.01071688979211657
40,0.010200542479833511
41,0.009777857424451204
42,0.00940262503743961
43,0.009066755198276882
44,0.008771616082812772
45,0.00853169824143518
46,0.00829987477857853
47,0.00808434996591513
48,0.00787208317367186
49,0.007700131796344199
50,0.0075382404593010285
51,0.007382078672372341
52,0.007239788274146136
53,0.007108854272515785
54,0.0069596939010303895
55,0.0068430890344452515
56,0.006727044000803543
57,0.006627741071298429
58,0.006524709559952348
59,0.006451444308636753
60,0.006345731350545946
61,0.006258217122037367
62,0.006404209578547526
63,0.009067452222477668
64,0.010001513013513732
65,0.007453722515174747
66,0.006151844260457509
67,0.005894043761253811
68,0.0057873282819232465
69,0.005703783684422608
70,0.00562897824364515
71,0.0055605141876060235
72,0.005498072088589748
73,0.005441018247635959
74,0.005380947838423179
75,0.005328907981816998
76,0.005289492160024445
77,0.005274810292756211
78,0.005776922018884185
79,0.013690051799467228
