epoch,loss
1,0.7992234762737589
2,0.4374646997121458
3,0.34609259149229826
4,0.28354135331114727
5,0.23126883080227661
6,0.1888309062828082
7,0.15019374821139295
8,0.11751279739403818
9,0.0916617997846476
10,0.06986014227197797
11,0.052334742342923554
12,0.03978329765514135
13,0.030378260288161728
14,0.023443119975354296
15,0.01811773695736184
16,0.014274006112713294
17,0.011468672817066553
18,0.009367804937219597
19,0.0077296598980364575
20,0.006483698505518406
21,0.005467932548094457
22,0.004686749518624551
23,0.004054376390026661
24,0.0035313921889645276
25,0.0031072617870445225
26,0.002760622075484197
27,0.002474701870432224
28,0.0022386087550268236
29,0.0020468832946867327
30,0.0018819984725435297
31,0.0017472514759093055
32,0.001635831898614138
33,0.0015399682189873678
34,0.0014597261360915544
35,0.0013932342077189546
36,0.0013338929031104457
37,0.0012869147324620959
38,0.001242854541946987
39,0.001204694255835637
40,0.0011735242007716467
41,0.0011455680440234602
42,0.0011191185214711233
43,0.0010945409876682167
